desc,likesCount,commentCount,viewCount,support
because i sure did and i’m healthy has hell with zero symptoms. hmm. #trumptrain2020 #thisisbliss #outfitchange #getfit,3530,221,27100,0
things i believe in. #god #jesuschrist #donaldtrump #america #maga2020 #trump2020🇺🇸 #praying #trumpsquad2020 #trumptrain2020  #jesus #faith #jesus,3529,279,9958,0
kamala. harris. #bidenharris2020 #voteblue #dumptrump2020 #lawnsign #levelup #brettkavanaugh,52400,175,269700,1
#trump2020 #maga #prouduglytrumpsupporter #trumptrain  #trumptrain2020,3522,802,43300,0
the memes have been delicious #greenscreen #voiceeffects #meme #joebiden #biden2020 #votehimout #comedy #fyp #election #bidenharris2020 #funny #zyxba,52400,90,128300,1
here comes the sun....it’s alright. 🇺🇸💙🌈☀️ #presidentbiden #bidenharris2020 #progress #loveisloveislove,52300,172,327700,1
#trump #trump2020 #trumpsquad2020 #trumptrain2020 #votetrump2020 #votetrump #fyp #foryou #foryoupage,3518,774,128600,0
#greenscreen #vote #election #electionday #electionday2020 #november3rd #biden #biden2020 #bidenharris2020 #dumptrump2020 #trump2020 #fyp #foryoupage,52200,318,285900,1
nancy at white house #trump2020 #impeachtrump #plotagon #nancypelosi #donaldtrump  #trumptrain2020,3511,74,28800,0
#nba #lebronjames #trump #trump2020 #loudmajority #vote #blexit #trumptrain2020 #maga #magagang #walkaway #thefirst #billorielly #fyp #president,3499,362,33300,0
#duet with @aunt.calei @karolynm.gibson @jazmynjw pov: your non-binary coworker on the call... #pov #bidenharris2020 #workfromhome #queer #enby,52200,99,155200,1
#greenscreensticker #fyp #ftb #contryboy #contrytiktok #trump2020 #trumptrain2020 #foryou #fordaboyz #foryoupage,3508,80,31100,0
#greenscreen #byetrump2020 #bidenharris2020 #vote #votejoe,52100,1249,479800,1
#chriscuomo #dumptrump #vote #bidenharris2020,52100,0,582400,1
#greenscreensticker #fyp #ftb #contryboy #contrytiktok #trump2020 #trumptrain2020 #foryou #fordaboyz #foryoupage,3508,80,31100,0
how could you not vote for someone with these moves 🕺🏼💃🏽 #fyp #foryou #biden2020 #bidenharris2020 #kamalaharris #kamala #beinspired #itbelikethat,52000,783,331800,1
we ready let’s go #trumptrain #trump2020 #trumptrain2020 #protect,3497,109,32000,0
#conservative #trumptrain2020 #womenfortrump #lexit #maga #kenosha #italiansfortrump #trumpsquad2020,3496,0,62100,0
🌈vp debate night👊🏾😵. #kamala #pence #debate #vote #bidenharris2020 #dumptrump #fyp #voteblue,52000,371,155400,1
#trump2020 #trumptrain2020 #trump #trumpsquad2020 #trumpsupporters,3489,840,18800,0
wtf texas #democrats #democratsoftiktok #biden #blue #thatwitch #bidenharris2020 #biden2020 #blm #fyp #vote #voteblue,52000,963,285700,1
this is hilarious #unitedstatesofamerica #trumpsupporters #trumpfans #trumpsupporter #trumptrain2020 #redkingdom #americafirst #foryourepage #fyu #fyp,3478,346,24400,0
hate it here #election #bidenharris2020 #votehimout #voteblue #fypシ,51700,888,109900,1
add some spice #biden #politics #bidenharris2020 #fyp #petty,51600,842,477400,1
#trumpforpresident #2020trump #trump2020🇺🇸 #womenfortrump #4moreyears #ohiofortrump #trumpsupporter #trumptrain2020 #trumpsquad2020 #trumpnation,3468,430,14600,0
#duet with @judybeegood0 #trump2020 #trumpsquad2020 #trumptrain2020 #trumptrain #republicansforamerica #heyangel #plantsoftiktok #denim4all,3467,829,18100,0
i did it because i hate myself. #greenscreen #election2020 #bidenharris2020,51500,814,207800,1
loved it gurrlll 🇺🇸🇺🇸🇺🇸🇺🇸  #duet with @ashleymartin4 #politicalanthem #trump2020 #republican #texasabby #trumptrain2020 #maga #america #foryou,3451,254,51000,0
first lady gone from porn star to teacher january 2021 #teachersoftiktok #jillbiden #firstlady #bidenharris2020,51500,501,313100,1
#trump2020 #womenfortrump #republican #maga #kag #usa #america #trumptrain #trumpsquad2020 #trumptrain2020,3443,190,10700,0
you can tell i’m a good citizen because i have maskne #thebachelorette #bachelornationabc #electionprediction #bidenharris2020,51400,383,434500,1
#cali #california #californiafortrump #californiaconservative #foryou #foryourpage #trump #trumptrain2020 #trump2020,3436,957,14600,0
#bidenharris2020,51200,0,1400000,1
justice for cannon. #justiceforcannon #blm #alm #trump2020 #votetrump2020 #babylivesmatter #maga #trumptrain2020 #mediabias #republican #conservative,3430,1012,30200,0
3 more days... i’ve already done my civic duty. did you? #bidenharris2020 #votehimout #presidentialelection #vote,51100,530,215800,1
ivanka2024! #ivankatrump #ivanka2024 #trumptrain2020 #trumpforthewin,3416,0,30900,0
i’m tired of this. i look a mess but idc. #viet #vietnamese #biden2020 #bidenharris2020,51000,1077,164900,1
#republicanhypehouse #funnytrumpmemes #trumpsquad2020 #trump2024ever #fypシ #trump #trumptrain2020 #maga #conservativehypehouse,3414,181,30300,0
#fyp #fy #tiktokhumor #comedytiktok #politcalhumor #lol #biden2020 #trump2020 #bidenharris2020 #trumppence2020 #vote #rockthevote #democrat #liberal,50800,0,287800,1
it’s a basic prediction but it’s likely to happen #fyp #election #biden #biden2020 #bidenharris2020 #trump,50600,2304,346000,1
trump 2020 🇺🇸🇺🇸🇺🇸 #trump2020 #redwave #election2020 #redkingdom #trumptrain2020 #trumpsquad2020 #trumptraindontstop #votered #maga #fyp #foryoup,3411,318,66200,0
the bi in me #fyp #bidenharris2020 #hot #wip #fanedit,50600,666,177000,1
"trump said mmhh not okeeyy, okeyy . #coronavirus #covid19 #trump2020 #trumptrain #trumptrain2020 #donaldtrump2020 #chinesebatsoup #funny #comedy",3412,41,16000,0
#biden2020 #bidenharris2020 #votetrumpout got the idea from @maisy_d,50600,1109,243700,1
some of the best america loving presidents out there. 🙌🏼 #trump2020 #donaldtrump #trumptrain2020 #votetrump2020 #womenfortrump,3405,331,47700,0
#kamalaharris #workthat #maryjblige #joebiden #girlpower #blackqueen #blm #biden2020 #bidenharris2020 #joebiden2020 #history #2020 #fyp #foryou,50600,565,402100,1
#greenscreen #trump2020 #rebublican #trumptrain2020 #bluelivesmatter #trumpsnotracist #trumpsquad2020 #fyp,3400,541,22300,0
yeah ❤️ #ohio #biden2020 #vote #ohioforbiden #bidenharris2020 #genzforbiden @princetoncollegedems,50300,1688,153500,1
trump 2020 #trump #trump2020 #trumptrain2020 🇺🇸🇺🇸,3392,155,18200,0
#stitch with @hijabi.smiles btw i actually super respect you don’t be mad pls 🥺 #fyp #biden2020 #bidenharris2020,50300,1483,390400,1
#trump2020 #trumptrain2020 #trumptrain,3373,197,17100,0
"so no brookeleigh, i can’t come to your sleepover because you’re a homophobe. #biden2020 #bidenharris2020 #fyp #foryou #liberal #trump2020 #republican",50200,751,204800,1
#trump2020 #trumpsnotracist #trump2020train #trumptrain2020 #trump #trumptrain #trumpsquad2020 #votefortrump #votefortrump #keepamericagreat,3367,129,13700,0
#maga #trump2020 #fyp #trumptrain2020 #sanantoniorally @real._donald.trump,3365,322,153800,0
"trump supporter compares biden to hitler, i wish i could make this up #biden2020 #bidenharris2020  #greenscreen #voteblue",50000,512,228000,1
"sign wars update part 1.  thanks for all the love!! i support science, facts, blm, lgbtq,women & more!! #voteblue #bidenharris2020 #stephanienotkaren",50000,389,352700,1
#duet with @themarinerapper #realtalkreallife #lawinorder #kag🇺🇸🇺🇸🇺🇸 #trumptrain2020,3357,129,37700,0
i need you’re help #tiktok  #president #teamtrump2020 #jaysstory #trumptrain2020 today is the day i ruin someone’s day ￼#mysupporters got me,3349,190,11100,0
i will be partying by myself tonight #oklahomacheck #myhobby #biden2020 #bidenharris2020 #presidentbiden,49500,2960,202700,1
#armynavyfootballgame #trump #thankyou #trump2020 #wethepeople #patriotsfortrump #trumptrain2020 #election2020 #trumpsquad2020 #maga #freedom #fight,3327,327,14800,0
biden’s tax plan. #bidenharris2020 #bidenimpersonation #election2020 #fyp,49500,1387,580900,1
true story! 😋 #greenscreen #election2020 #vote #bidenharris2020 #amongus #obama,49500,264,178600,1
voting red in a blue state 🙄#votetrump2020 #trumptrain2020 #votered2020 #maga 🚂🇺🇸,3315,108,23400,0
#duet with @shot.of.whisky #trump #trump2020 #trumptrain #trumptrain2020 #trumpsupporters #conservativehypehouse #conservative,3311,151,14600,0
#stitch with @currego #bidenharris2020 #gettinmyfatbitchon #trumpisanidiot #trumpanzee,49300,3544,369100,1
top 5 clowns #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020 #fakeimpeachment #donaldtrump #xyzbca,3311,58,10800,0
😂😂😂 (picture from@dennisbac ) // #foryoupage #fyp #biden2020 #bidenharris2020 #biden #trump #politicaltiktok #politics,49200,3778,210200,1
trump2020🇺🇸#fyp#viral#trumptrain2020,3309,0,17700,0
jan 20 can’t come soon enough!! #biden2020 #bidenharris2020 #dumptrump #funny #lovewins #fyp #foryou,48800,1373,283600,1
biden crime family #biden2020 #fyp #maga #trumptrain #trump #trumptrain2020 #trump2020 #loudmajority #president #trumpoverbiden #45 #ukraine,3304,125,28800,0
we’re so close yet so far away from firing the cheeto! #election2020 #bidenharris2020,48300,247,189900,1
🙄 #biden #bidenharris2020 #potus #election,48100,791,180000,1
she took down her ability to stitch or duet. 🙄 #trumptrain2020 #trumpsquad2020 #donaldtrumpisyourpresident,3305,514,21200,0
this is so ridiculous #trump #trump2020 #trumptrain2020 #republican #conservative #pro2a #freedomofspeech #fyp #fy #maga #kag #foryou #foryoupage,3303,528,20300,0
"baby, how you feelin’? #goodashell #bidenharris2020 #election #longhair #longhairdocare #change #fyp #gottogo #free",48000,878,214600,1
#trumptrain #trumptrain2020 #election #trumprally #trumpsquad2020 #trumptraindontstop #fyp #foryoupage #republican #trump,3278,187,30600,0
#fyp #foryou #bidenharris2020 #kamalaharris,48000,1430,270900,1
please make sure you vote! we need to use our voices for change 💙 #vote #bidenharris2020 #election2020 #fyp #reginageorge #meangirls #cadyheron,47900,245,362200,1
i don’t ordinarily do this but...i just had to! #trump2020 #momsover40 #tiktokready #2020election #momsoftiktokover40 #momsoftiktok #trumptrain2020,3276,611,15700,0
"i thought about today when i finished this song...if you haven’t already, use your voice and vote today 💙 #bidenharris2020 #somethingtobelievein",47700,1373,246800,1
#duet with @sweets615 #supportourtruckers #stopthetires #trumptrain2020 #saveamerica,3275,227,17600,0
#fyp #arizona #trumptrain2020 #redkingdom,3272,642,51800,0
all votes matter guys 💁🏼‍♀️ #isaidit #bidenharris2020 #dumptrump #canadaforbiden #expressieyourself,47600,1140,489400,1
get out and vote!!💙 9 dayssss!!! #zvilley2023 #foryoupage #bidenharris2020 #dumptrump2020 #kamalaharris #joebiden #voteblue2020 #foryourpage #biden💙,47600,994,995100,1
@kathleencheek @lindsydunford @adamfrlz ##trumpsquad2020 #trumptrain2020 #trumptrain #jfk #jfkjr #usa #america #foryou #fyp #foryourpage,3268,271,25700,0
#covid_19 #trump2020 #trump #maga #2020election #biden #biden2020 #bidenharris2020 #vaush #vaushvidya,47500,634,204600,1
#trumptrain2020 #maga,3268,426,17200,0
biden harris 2020 🇺🇸 #politics #voteblue #bluewave #kamalaharris #joebiden #bidenharris2020 @meena,47500,101,200000,1
#voting on november 3rd like...#trumptrain2020 🤟🙏🇺🇸,3265,112,15800,0
#fyp #frontpage #trump2020 #trumptrain2020 #florida,3260,92,44100,0
biden van journey #bidenharris2020 #biden2020 #ridingwithbiden #vote #voteblue #dumptrump #vanlife  #election2020 #politics #settleforbiden #fyp,47500,1173,196700,1
"vote blue, get trump out of office and start new biotchhh #biden2020 #trump2020 #election #election2020 #bidenharris2020 #blue 💙💙💙",47400,518,288000,1
#trumpsnotracist #votefortrump #trumptrain #trumpsquad2020 #trump #trumptrain2020 #trump2020 #keepamericagreat #trump2020train @jamesschmelzer_,3249,138,12600,0
#greenscreen #fyp #foryou #goodmorning #biden #harris #bidenharris2020,47300,1237,263300,1
#maga #womenfortrump #magagirls #trump2020 #trumptrain2020 #trumpnation2020 #trumpsquad2020 #trumpwomen #saveourchildren #keepsmericagreat #votetrump,3247,187,45000,0
#inmyaejeans #umbrellachallenge #republican #maga #kag #trump2020 #biden #biden2020 #libreal #sanders #foryoupage #trending #trumptrain2020,3243,265,17900,0
biden’s first 100 days in office plan be like #biden #bidenharris2020 #bidencoalition #impersonation #fyp,47300,620,314500,1
i went ahead and transcribed kamala’s history lesson for y’all. enjoy. #kamalaharris #biden2020 #debatenight #voteblue #bidenharris2020 #micdrop,47200,256,214800,1
#teamtrump2020 #trumpsquad2020 #conservativehypehouse #funnytrumpmemes #maga #trumptrain2020 #fypシ #,3233,153,31400,0
#benshapiro #politics #bidenharris2020,47100,1056,271900,1
"maga neighborhood, kag trump 2020.        #trump2020 #trumptrain2020 #donaldtrump #trumptrain #votetrump",3230,204,17200,0
imma just leave this here #fyp #college #biden2020 #bidenharris2020,47100,298,226000,1
#trump2020 #trumpsquad2020 #trumptrain2020 #conservative #republican #fyp,3227,176,26400,0
mayor pete still at it. #petebuttigieg #trump #donaldtrump #biden #joebiden #bidenharris2020 #election #election2020 #vote #scotus,47000,748,286200,1
#duet with @mom_hes_dancing_again #votered #trumptrain2020 #maga #kag👊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏,3227,97,14800,0
jake ryan was that boy #greenscreen #twitter #bidenharris2020 #hannahmontana #jakeryan,47000,344,183500,1
trump train 🚂#foryoupage #fyp #trumptrain #xmasballin #winterishere #lovethehaters #cummins #dodge #12valve #blacksmokemafia #trumptrain2020,3225,19,16200,0
how bout them coal miners💙💛 #bygodwv #trumptrain2020,3222,148,22700,0
#trumpisover party in #nyc #election #bidenharris2020,46900,692,272700,1
#trump #trump2020 #trumptrain2020 #trumptrain #2020 #repbulican #winningstreak,3192,0,18000,0
good morning america. ☀️ #fyp #forypupage#foryourpage#trumpgone#biden2020 #bidenharris2020 ￼,46900,851,191700,1
ahhhh. this feels great. #fyp #foryou #xyzcba #biden #biden2020 #election #trending #viral #happy #bidenharris2020,46900,1521,202700,1
#totheright #republican #voterepublican #voterepublican2020 #trumpnation #trumptrain2020 #trumpgirls #trumpsquad2020 #womenfortrump #trump2020 #trump,3186,177,64300,0
reply to @mossyoak1776 #fyp #trumpary #dumptrump2020 #bidenharris2020 #veterans,46800,3106,222200,1
reason why i’m voting for joe biden! #trump2020 #trump #trumptrain #trumpsupporter #trumptrain2020 #trumpcheck #biden2020 #biden #joebiden,3180,192,12000,0
taylor votes democrat 🥰 #swiftok #bidenharris2020 #trumpstaxes,46800,277,157400,1
#duet with @hitbyakar we're all family! #patriotsfortrump #trumptrain2020 #trumpismypresident,3160,789,8651,0
#greenscreenvideo #debate #bidenharris2020 #fly #politics #doyouwanttoformanalliance,46800,126,258600,1
#greenscreen #trump2020 #fyp #fypシ #fypp #trumpismypresident #trumptrain #maga #kag #trumptrain2020 #maga2020 #kag2020🇺🇸🇺🇸🇺🇸🇺🇸,3159,347,10300,0
#fyp #foryoupage #trumptrain #makingliberalscry #trumptrain2020 #makingamericagreatagain,3155,97,13700,0
#vote #fyp #bidenharris2020 #voteblue #democratsoftiktok #biden2020 #@nadineiswoke,46700,2458,756100,1
⚠️trigger warning⚠️😂#fyp #trump2020 #trumptrain2020,3154,189,14100,0
peace out ✌🏽 joe biden is our president & you have to respect him 😛🥂 #election2020 #biden2020 #bidenharris2020 ♥️🤍💙,46500,558,197100,1
#trump2020 #trumpsquad2020 #trumptrain2020 #maga,3148,347,40800,0
#bidenharris2020 #joebiden #vote #fyp #foru #4u #votehimout #byetrump #yas #follow,46500,3994,175800,1
cheesy political ad that is outstanding #trump #donaldtrump #biden #joebiden #bidenharris2020 #election #election2020 #vote,46400,529,216600,1
#duet with @proudamerican80 #realtalkteallife #wakeupthesheep #votered #trumptrain2020 #maga #kag👊🇺🇸🇺🇸🇺🇸🇺🇸,3140,50,16000,0
air pump toot toot! #trumptrain2020 #airpump #fashionedit #vibezone #beatsdaisychallenge,3129,21,53300,0
omfg this is so beautiful #neonshadow #myhobby #democrat #liberal #leftist #kamalaharris #kamala #bidenharris #fyp #foryou #bidenharris2020,46300,1451,376300,1
#ivotedforamannameddonaldjtrump #popularsounds #trumpsquad2020 #trumptrain2020 #trumpsupporters #womenfortrump2020___maga #lovetrump,3120,164,9593,0
american horror story 🤡 #dumptrump #biden2020 #bidenharris2020 #trump2020,46200,750,185500,1
#duet with @waltermasterson when #donaldtrump found out he lost #arizona 💙🤣 #trump #biden #bidenharris2020 #electoralcollege #election #fyp,46200,460,612000,1
#fyp #georgesoros #trump2020 #donaldtrump #mega #trumptrain2020 #blm #antifa #blacklivesmatter #biden2020 #bluelivesmatter #stoptheviolence #vote,3118,296,53900,0
rating political signs in my neighborhood part 3! thanks for all the love ❤️ #biden2020 #bidenharris2020 #vote #voteblue #fyp #fy,45900,138,133000,1
chaz...a failure in the making #chaz #chazseattleanillegaloccupyingarmy #antifa #trumptrain2020 #fyp #trump2020magakag #conservativehype,3105,78,19900,0
